Severity,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
2,2016-12-14 17:31:47,36.11828,-86.72596,Nashville,TN,39.0,76.0,10.0,8.1,,Overcast
2,2016-12-14 17:39:45,36.132637,-86.830759,Nashville,TN,37.9,76.0,8.0,10.4,,Overcast
2,2016-12-14 18:51:32,35.084920000000004,-85.07136,Ooltewah,TN,41.0,76.0,10.0,,,Clear
2,2016-12-14 18:05:53,36.30052,-86.71106,Goodlettsville,TN,37.9,76.0,8.0,10.4,,Overcast
2,2016-12-14 18:09:43,36.26108,-86.738174,Madison,TN,37.9,76.0,8.0,10.4,,Overcast
2,2016-12-14 18:16:12,35.995838,-86.688418,Brentwood,TN,37.9,76.0,8.0,10.4,,Overcast
2,2016-12-14 18:34:14,36.114,-86.72438000000002,Nashville,TN,37.0,76.0,8.0,11.5,,Overcast
2,2016-12-14 19:41:55,35.03037,-85.31389,Chattanooga,TN,37.0,86.0,10.0,3.5,,Partly Cloudy
2,2016-12-14 18:53:46,36.30052,-86.71106,Goodlettsville,TN,37.0,76.0,8.0,11.5,,Overcast
2,2016-12-14 20:03:25,36.14062,-86.73200000000001,Nashville,TN,36.0,73.0,10.0,10.4,,Overcast
3,2016-12-15 04:48:45,36.057771,-86.773588,Nashville,TN,25.0,63.0,10.0,10.4,,Scattered Clouds
2,2016-12-15 06:45:05,35.99127,-86.590191,La Vergne,TN,21.0,60.0,10.0,17.3,,Clear
2,2016-12-15 07:31:20,36.257889,-86.656848,Old Hickory,TN,21.9,44.0,10.0,13.8,,Mostly Cloudy
2,2016-12-15 07:31:20,36.257884,-86.656842,Old Hickory,TN,21.9,44.0,10.0,13.8,,Mostly Cloudy
2,2016-12-15 07:55:42,36.15361,-86.84664000000002,Nashville,TN,21.9,44.0,10.0,13.8,,Mostly Cloudy
2,2016-12-15 07:59:45,36.108432,-86.769221,Nashville,TN,21.9,44.0,10.0,13.8,,Mostly Cloudy
2,2016-12-15 08:18:55,36.19423,-86.752781,Nashville,TN,21.9,44.0,10.0,13.8,,Mostly Cloudy
2,2016-12-15 08:16:13,36.069697,-86.721142,Nashville,TN,21.9,44.0,10.0,13.8,,Mostly Cloudy
2,2016-12-15 08:16:13,36.070791,-86.722886,Nashville,TN,21.9,44.0,10.0,13.8,,Mostly Cloudy
2,2016-12-15 08:21:38,36.080202,-86.901865,Nashville,TN,21.9,44.0,10.0,13.8,,Mostly Cloudy
2,2016-12-15 08:30:48,36.04433,-86.65701999999997,Antioch,TN,23.0,44.0,10.0,16.1,,Mostly Cloudy
3,2016-12-15 08:28:27,36.16693,-86.81654,Nashville,TN,23.0,44.0,10.0,16.1,,Mostly Cloudy
2,2016-12-15 08:54:14,36.08254,-86.763952,Nashville,TN,23.0,44.0,10.0,16.1,,Mostly Cloudy
2,2016-12-15 09:04:59,36.1472,-86.74367,Nashville,TN,23.0,44.0,10.0,16.1,,Mostly Cloudy
3,2016-12-15 09:15:50,35.15372,-90.02113,Memphis,TN,30.0,45.0,10.0,15.0,,Scattered Clouds
2,2016-12-15 09:14:29,35.17353,-89.83995999999998,Memphis,TN,26.6,51.0,10.0,10.4,,Scattered Clouds
2,2016-12-15 09:54:14,36.141146,-86.800298,Nashville,TN,25.0,41.0,10.0,13.8,,Mostly Cloudy
2,2016-12-15 09:54:14,36.141832,-86.80019300000002,Nashville,TN,25.0,41.0,10.0,13.8,,Mostly Cloudy
2,2016-12-15 09:52:53,36.16465,-86.68861,Nashville,TN,25.0,41.0,10.0,13.8,,Mostly Cloudy
2,2016-12-15 15:02:46,35.00821,-85.23647,Chattanooga,TN,36.0,23.0,10.0,11.5,,Mostly Cloudy
3,2016-12-15 16:55:48,35.01724,-85.54401,Guild,TN,35.1,23.0,10.0,11.5,,Mostly Cloudy
2,2016-12-15 16:22:46,35.0849,-89.87711999999998,Memphis,TN,,,10.0,8.1,,Mostly Cloudy
2,2016-12-15 17:22:45,34.984790000000004,-85.40808,Chattanooga,TN,35.1,23.0,10.0,11.5,,Mostly Cloudy
3,2016-12-15 17:33:46,35.831317,-86.417817,Murfreesboro,TN,24.1,44.0,10.0,9.2,,Clear
2,2016-12-15 17:33:47,35.0849,-89.87711999999998,Memphis,TN,,,10.0,5.8,,Scattered Clouds
3,2016-12-15 18:05:25,36.12384,-86.74825,Nashville,TN,24.1,40.0,10.0,6.9,,Mostly Cloudy
4,2016-12-15 18:34:42,36.42126,-86.71651999999997,Goodlettsville,TN,23.0,42.0,10.0,8.1,,Mostly Cloudy
