Severity,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
2,2023-01-28 11:27:20,41.66202,-93.494582,Altoona,IA,18.0,86.0,10.0,17.0,0.0,Cloudy
2,2023-01-18 22:17:27,41.662051,-93.496531,Altoona,IA,32.0,100.0,1.0,6.0,0.0,Light Snow
2,2023-01-03 19:47:41,41.682429,-92.993995,Newton,IA,36.0,100.0,9.0,14.0,0.0,Cloudy
2,2023-01-05 07:53:30,41.524972,-90.520215,Bettendorf,IA,30.0,85.0,1.0,9.0,0.0,Light Snow
2,2023-01-28 08:47:15,41.680289,-93.375078,Mitchellville,IA,16.0,93.0,1.0,12.0,0.0,Light Snow
2,2023-02-16 17:54:30,41.634164,-90.932437,Durant,IA,27.0,85.0,2.0,20.0,0.0,Fog
2,2023-01-16 16:42:43,41.990627,-91.550031,Marion,IA,47.0,86.0,10.0,10.0,0.0,Cloudy
2,2023-01-20 01:09:46,42.354045,-93.57035,Ellsworth,IA,27.0,93.0,10.0,20.0,0.0,Cloudy
2,2023-01-29 13:19:50,41.59574,-93.644315,Des Moines,IA,8.0,55.0,10.0,9.0,0.0,Mostly Cloudy
2,2023-01-18 21:36:30,41.105419,-93.778406,New Virginia,IA,33.0,100.0,4.0,3.0,0.0,Light Snow
