Severity,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
2,2020-10-27 23:32:00,43.597387,-116.29598,Boise,ID,38.0,65.0,10.0,0.0,0.0,Fair
2,2020-12-18 00:20:24,48.962131,-116.222301,Bonners Ferry,ID,37.0,81.0,10.0,7.0,0.0,Cloudy
2,2020-11-11 17:20:25,42.704859,-112.938492,American Falls,ID,31.0,72.0,10.0,18.0,0.0,Partly Cloudy
2,2020-09-18 19:59:00,43.659268,-116.279726,Garden City,ID,65.0,63.0,6.0,21.0,0.0,Haze / Windy
2,2020-11-10 02:40:00,43.622702,-111.946506,Idaho Falls,ID,25.0,78.0,10.0,21.0,0.0,Cloudy / Windy
2,2020-10-30 16:08:00,43.604918,-116.344624,Meridian,ID,73.0,14.0,10.0,0.0,0.0,Fair
4,2020-10-28 23:22:08,42.919324,-114.927066,Bliss,ID,42.0,49.0,10.0,6.0,0.0,Fair
4,2020-10-21 22:12:17,46.27757,-116.598718,Culdesac,ID,43.0,80.0,10.0,3.0,0.0,Cloudy
2,2020-12-08 14:30:00,43.619401,-116.355803,Meridian,ID,41.0,45.0,10.0,0.0,0.0,Fair
2,2020-11-18 00:45:00,43.63555,-116.37453,Meridian,ID,46.0,100.0,10.0,7.0,0.0,Cloudy
2,2020-10-29 23:03:00,43.633686,-116.374519,Meridian,ID,39.0,75.0,7.0,3.0,0.0,
2,2020-09-11 19:39:30,43.619467,-116.326128,Boise,ID,78.0,22.0,10.0,5.0,0.0,Fair
2,2020-10-30 16:04:00,43.604899,-116.334387,Boise,ID,73.0,11.0,10.0,5.0,0.0,Fair
2,2020-12-10 13:12:15,43.593583,-116.434147,Meridian,ID,39.0,61.0,10.0,0.0,0.0,Fair
2,2020-10-27 16:48:00,43.594163,-116.36291,Meridian,ID,57.0,33.0,10.0,7.0,0.0,Fair
2,2020-12-23 23:05:25,43.597182,-116.339657,Boise,ID,24.0,75.0,10.0,5.0,0.0,Fair
2,2020-10-22 17:05:00,43.597172,-116.347349,Meridian,ID,52.0,22.0,10.0,17.0,0.0,Fair
2,2020-12-23 18:59:00,43.619552,-116.354602,Meridian,ID,30.0,75.0,10.0,0.0,0.0,
4,2020-11-03 21:55:11,44.487222,-112.23502,Spencer,ID,37.0,48.0,10.0,5.0,0.0,Fair
2,2020-10-30 17:16:08,42.57830300000001,-114.301241,Eden,ID,69.0,14.0,10.0,13.0,0.0,Fair
2,2020-12-08 16:48:00,43.630005,-116.354555,Meridian,ID,39.0,52.0,10.0,0.0,0.0,Fair
2,2020-10-10 02:48:29,43.605057,-116.589721,Nampa,ID,48.0,43.0,10.0,0.0,0.0,
2,2020-12-14 05:48:16,42.578598,-113.431574,Declo,ID,26.0,81.0,10.0,8.0,0.0,Cloudy
2,2020-11-03 21:55:11,44.534676,-112.274128,Dubois,ID,37.0,48.0,10.0,5.0,0.0,Fair
2,2020-11-24 13:46:30,43.63381,-116.355443,Meridian,ID,45.0,61.0,10.0,0.0,0.0,Fair
2,2020-10-29 14:45:00,43.610665,-116.33104099999998,Boise,ID,65.0,28.0,10.0,3.0,0.0,Fair
2,2020-10-13 12:56:00,43.630022,-116.251235,Garden City,ID,60.0,49.0,10.0,13.0,0.0,Mostly Cloudy
2,2020-12-26 18:17:26,43.68768,-116.690715,Caldwell,ID,33.0,92.0,5.0,3.0,0.0,Partly Cloudy
2,2020-11-18 12:08:31,42.912651,-112.462245,Pocatello,ID,46.0,66.0,10.0,10.0,0.0,Mostly Cloudy
2,2020-11-25 13:55:00,43.63381500000001,-116.35703,Meridian,ID,41.0,87.0,10.0,6.0,0.0,Cloudy
2,2020-11-24 13:46:30,43.633811,-116.355745,Meridian,ID,45.0,61.0,10.0,0.0,0.0,Fair
2,2020-12-09 21:36:15,43.508392,-112.047412,Idaho Falls,ID,28.0,58.0,10.0,9.0,0.0,Cloudy
2,2020-11-09 03:37:13,43.506339,-112.023761,Idaho Falls,ID,20.0,78.0,10.0,8.0,0.0,Cloudy
2,2020-12-09 13:57:30,43.619401,-116.355803,Meridian,ID,34.0,81.0,9.0,8.0,0.0,Fair
2,2020-12-13 23:39:16,43.171838,-115.73741499999998,Mountain Home,ID,28.0,,10.0,5.0,0.0,Cloudy
2,2020-12-23 21:05:26,43.616686,-116.354459,Meridian,ID,25.0,100.0,10.0,0.0,0.0,Fair
2,2020-11-25 01:45:00,43.614568,-116.354486,Meridian,ID,34.0,100.0,10.0,7.0,0.0,
2,2020-10-18 22:36:16,43.421155,-116.039453,Boise,ID,55.0,59.0,10.0,3.0,0.0,Fair
2,2020-12-26 17:59:26,43.731466,-116.707653,Caldwell,ID,33.0,92.0,5.0,3.0,0.0,Partly Cloudy
2,2020-11-08 23:52:13,43.662579,-116.35433,Boise,ID,,,,,,
2,2020-10-30 21:04:09,43.706174,-116.668018,Caldwell,ID,52.0,43.0,10.0,9.0,0.0,Fair
2,2020-09-15 17:24:24,46.422289,-115.14705,Elk City,ID,57.0,87.0,,0.0,0.0,
2,2020-11-22 02:18:22,43.60487,-116.637263,Nampa,ID,28.0,100.0,10.0,7.0,0.0,Fair
2,2020-10-30 15:58:08,43.604837,-116.63921100000002,Nampa,ID,73.0,16.0,10.0,5.0,0.0,Fair
2,2020-12-21 18:41:25,43.030453,-112.407892,Firth,ID,32.0,92.0,7.0,3.0,0.0,Fair
2,2020-10-30 13:40:08,47.57572,-116.438128,Cataldo,ID,56.0,42.0,9.0,26.0,0.0,Fair / Windy
2,2020-10-30 00:16:08,43.597172,-116.347349,Meridian,ID,39.0,65.0,10.0,3.0,0.0,Fair
2,2020-10-20 23:33:00,43.639948,-116.263678,Garden City,ID,54.0,55.0,10.0,0.0,0.0,Cloudy
2,2020-10-23 00:21:17,43.59343300000001,-116.442416,Meridian,ID,28.0,74.0,10.0,0.0,0.0,
2,2020-10-12 22:29:33,43.628814,-116.354551,Meridian,ID,50.0,100.0,10.0,0.0,0.0,Cloudy
2,2020-12-14 18:30:16,43.088089,-112.397228,Firth,ID,23.0,88.0,10.0,12.0,0.0,Fair
2,2020-12-23 13:17:25,43.065665,-112.427419,Firth,ID,25.0,63.0,10.0,12.0,0.0,Fair
2,2020-10-27 18:17:00,43.619467,-116.329367,Boise,ID,56.0,36.0,10.0,8.0,0.0,Fair
2,2020-12-19 01:08:24,43.599408,-116.494382,Nampa,ID,36.0,100.0,10.0,6.0,0.0,
2,2020-12-09 01:30:15,43.594297,-116.448243,Meridian,ID,21.0,100.0,10.0,,0.0,
2,2020-11-10 16:11:25,42.84787,-112.759734,American Falls,ID,31.0,79.0,10.0,16.0,0.0,Cloudy
2,2020-11-03 02:55:10,42.571185,-113.508219,Declo,ID,32.0,66.0,10.0,0.0,0.0,Fair
2,2020-12-09 13:57:30,43.616999,-116.354449,Meridian,ID,34.0,81.0,9.0,8.0,0.0,Fair
2,2020-11-25 13:55:00,43.63381500000001,-116.35703,Meridian,ID,41.0,87.0,10.0,6.0,0.0,Cloudy
2,2020-11-24 13:46:30,43.633811,-116.355745,Meridian,ID,45.0,61.0,10.0,0.0,0.0,Fair
2,2020-10-28 06:26:19,43.636623,-113.300024,Arco,ID,21.0,74.0,10.0,3.0,0.0,Fair
2,2020-11-21 03:18:00,43.310271,-116.589929,Melba,ID,27.0,100.0,8.0,0.0,0.0,
2,2020-11-02 18:31:12,43.7357,-116.709203,Caldwell,ID,49.0,50.0,9.0,0.0,0.0,Fair
2,2020-12-14 01:09:18,43.973322,-116.916826,Fruitland,ID,31.0,85.0,9.0,3.0,0.0,Cloudy
2,2020-12-16 21:37:00,43.590206,-116.280744,Boise,ID,43.0,68.0,10.0,12.0,0.0,Cloudy
2,2020-12-08 15:01:00,43.590194,-116.281388,Boise,ID,43.0,43.0,10.0,5.0,0.0,Fair
4,2020-12-19 13:17:24,44.180263,-112.240523,Dubois,ID,29.0,72.0,10.0,10.0,0.0,Mostly Cloudy
4,2020-12-26 03:47:28,46.660062,-117.010585,Moscow,ID,37.0,76.0,10.0,9.0,0.0,Cloudy
2,2020-10-29 14:01:00,43.604711,-116.41863899999998,Meridian,ID,64.0,28.0,10.0,0.0,0.0,Fair
